,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALEDATE
42384,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1498.0,33.0,"1040 PARK AVENUE, 7H",,10028.0,,,,,,1925.0,2.0,D4,"655,000",2020-02-19
42393,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1498.0,69.0,"1056 FIFTH AVENUE, 14E",,10028.0,,,,,,1951.0,2.0,D4,"1,800,000",2020-02-04
42394,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,1.0,"1060 FIFTH AVENUE, 11C",,10128.0,,,,,,1928.0,2.0,D4,"10,776,700",2020-03-03
42395,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,1.0,"1060 FIFTH AVENUE, 11D",,10128.0,,,,,,1928.0,2.0,D4,"10,776,700",2020-03-03
42396,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,1.0,"1060 FIFTH AVENUE, 2D",,10128.0,,,,,,1928.0,2.0,D4,"5,400,000",2020-03-05
42398,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,10.0,"11 EAST 87TH STREET, 7E",,10128.0,,,,,,1954.0,2.0,D4,"730,000",2020-06-23
42399,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,20.0,"47 EAST 87TH STREET, 9A",,10128.0,,,,,,1948.0,2.0,D4,"1,900,000",2020-06-08
42403,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,25.0,"55 EAST 87TH STREET, 3H",,10128.0,,,,,,1963.0,2.0,D4,"835,000",2020-03-02
42404,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,25.0,"55 EAST 87TH STREET, 10C",,10128.0,,,,,,1963.0,2.0,D4,"1,310,000",2020-02-24
42406,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,32.0,"1060 PARK AVENUE, 11A",,10128.0,,,,,,1924.0,2.0,D4,"1,150,000",2020-01-31
42408,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1499.0,51.0,"40 EAST 88TH STREET, 14B",,10128.0,,,,,,1930.0,2.0,D4,"6,850,000",2020-02-07
42412,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1500.0,15.0,"19 EAST 88TH STREET, 5B",,10128.0,,,,,,1937.0,2.0,D4,"995,000",2020-04-13
42414,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1500.0,15.0,"19 EAST 88TH STREET, 16G",,10128.0,,,,,,1937.0,2.0,D4,0,2020-01-03
42416,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1500.0,40.0,"1088 PARK AVENUE, 2A",,10128.0,,,,,,1925.0,2.0,D4,"2,560,000",2020-01-13
42417,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1500.0,40.0,"1088 PARK AVENUE, 4E",,10128.0,,,,,,1925.0,2.0,D4,"3,495,000",2020-02-19
42419,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1500.0,45.0,"50 EAST 89 STREET, 28C",,10128.0,,,,,,1973.0,2.0,D4,"1,100,000",2020-02-25
42425,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1501.0,1.0,"1080 FIFTH AVENUE, 4C",,10128.0,,,,,,1961.0,2.0,D4,"3,475,000",2020-03-13
42426,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1501.0,40.0,"1112 PARK AVENUE, 6A",,10128.0,,,,,,1927.0,2.0,D4,"5,700,000",2020-01-22
42430,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1502.0,17.0,"21 EAST 90TH STREET, 2C",,10128.0,,,,,,1927.0,2.0,D4,"1,675,000",2020-02-12
42431,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1502.0,23.0,"51 EAST 90TH STREET, 2B",,10128.0,,,,,,1928.0,2.0,D4,"1,985,000",2020-02-12
42440,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1503.0,38.0,"1150 PARK AVENUE, 2E",,10128.0,,,,,,1940.0,2.0,D4,"830,000",2020-01-30
42444,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1504.0,69.0,"1115 FIFTH AVENUE, 12-C",,10128.0,,,,,,1926.0,2.0,D4,"7,400,000",2020-06-15
42448,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1505.0,40.0,"1192 PARK AVENUE, 8B",,10128.0,,,,,,1926.0,2.0,D4,"3,585,000",2020-05-15
42451,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1505.0,44.0,"64 EAST 94TH STREET, 5A",,10128.0,,,,,,1962.0,2.0,D4,"575,000",2020-01-09
42452,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1505.0,44.0,"64 EAST 94TH STREET, 3C",,10128.0,,,,,,1962.0,2.0,D4,"1,095,000",2020-05-12
42453,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1505.0,56.0,"1326 MADISON AVENUE, 1",,10128.0,,,,,,1900.0,2.0,D4,"900,000",2020-03-11
42454,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1505.0,56.0,"1326 MADISON AVENUE, 33A",,10128.0,,,,,,1900.0,2.0,D4,0,2020-01-15
42455,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1506.0,18.0,"30 EAST 95TH STREET, 6F",,10128.0,,,,,,1910.0,2.0,D4,"538,584",2020-02-05
42457,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,1.0,"1140 FIFTH AVENUE, 10B",,10128.0,,,,,,1922.0,2.0,D4,"2,500,000",2020-04-29
42461,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,21.0,"1361 MADISON AVENUE, 5B",,10128.0,,,,,,1902.0,2.0,D4,"1,695,000",2020-06-29
42462,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,33.0,"1220 PARK AVENUE, 9D",,10128.0,,,,,,1930.0,2.0,D4,"4,550,000",2020-02-06
42463,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,40.0,"1230 PARK AVENUE, 10B",,10128.0,,,,,,1930.0,2.0,D4,"965,000",2020-05-27
42464,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,41.0,"70 EAST 96TH STREET, 13B",,10128.0,,,,,,1929.0,2.0,D4,"2,375,000",2020-03-10
42471,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,45.0,"60 EAST 96TH STREET, 15A",,10128.0,,,,,,1929.0,2.0,D4,"1,985,000",2020-02-04
42476,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,69.0,"1148 FIFTH AVENUE, 14-A",,10128.0,,,,,,1923.0,2.0,D4,"4,050,000",2020-02-07
42477,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1507.0,69.0,"1148 FIFTH AVENUE, 7A",,10128.0,,,,,,1923.0,2.0,D4,"4,990,000",2020-05-26
42479,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1508.0,27.0,"175 EAST 79TH STREET, 5B",,10075.0,,,,,,1928.0,2.0,D4,"1,947,500",2020-03-12
42486,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1508.0,38.0,"178 EAST 80TH STREET, 20E",,10075.0,,,,,,1973.0,2.0,D4,"655,000",2020-06-23
42487,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1508.0,38.0,"178 EAST 80TH STREET, 24C",,10075.0,,,,,,1973.0,2.0,D4,"900,000",2020-02-14
42497,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1509.0,56.0,"120 EAST 81ST STREET, 2F",,10028.0,,,,,,1958.0,2.0,D4,"2,200,000",2020-01-13
42501,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1510.0,1.0,"941 PARK AVENUE, 1011B",,10028.0,,,,,,1927.0,2.0,D4,"6,500,000",2020-01-31
42505,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1510.0,60.0,"122 EAST 82ND STREET, 9A",,10028.0,,,,,,1912.0,2.0,D4,"1,995,000",2020-01-15
42507,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1510.0,72.0,"955 PARK AVENUE, 10E",,10028.0,,,,,,1915.0,2.0,D4,0,2020-01-08
42510,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1511.0,1.0,"969 PARK AVENUE, 2A",,10028.0,,,,,,1911.0,2.0,D4,"2,350,000",2020-03-16
42512,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1511.0,69.0,"975 PARK AVENUE, 10A",,10028.0,,,,,,1929.0,2.0,D4,0,2020-01-24
42515,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1512.0,25.0,"151 EAST 83RD STREET, 5F",,10028.0,,,,,,1929.0,2.0,D4,"699,000",2020-06-05
42518,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1512.0,25.0,"151 EAST 83RD ST, 4D",,10028.0,,,,,,1929.0,2.0,D4,"1,455,000",2020-06-16
42520,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1512.0,25.0,"151 EAST 83RD STREET, 6C",,10028.0,,,,,,1929.0,2.0,D4,"1,400,000",2020-01-07
42521,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1512.0,25.0,"151 EAST 83RD STREET, 9D",,10028.0,,,,,,1929.0,2.0,D4,"1,337,500",2020-02-21
42529,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1512.0,123.0,"135 EAST 83RD STREET, 3D",,10028.0,,,,,,1961.0,2.0,D4,"1,028,000",2020-02-26
42533,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1513.0,15.0,"125 EAST 84TH STREET, 2C",,10028.0,,,,,,1928.0,2.0,D4,"1,820,000",2020-06-05
42535,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1513.0,66.0,"106 EAST 85TH STREET, 5S",,10028.0,,,,,,1916.0,2.0,D4,"2,285,000",2020-05-29
42536,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1514.0,8.0,"111 EAST 85TH STREET, 6F",,10028.0,,,,,,1971.0,2.0,D4,"740,000",2020-06-10
42537,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1514.0,69.0,"1035 PARK AVENUE, 10 A",,10028.0,,,,,,1926.0,2.0,D4,"3,400,000",2020-01-29
42539,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1515.0,70.0,"1049 PARK AVENUE, 4C",,10028.0,,,,,,1924.0,2.0,D4,"1,840,000",2020-01-16
42540,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1516.0,1.0,"1065 PARK AVENUE, 21D",,10128.0,,,,,,1973.0,2.0,D4,0,2020-01-10
42541,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1516.0,1.0,"1065 PARK AVENUE, 3C",,10128.0,,,,,,1973.0,2.0,D4,"705,000",2020-06-26
42543,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1516.0,42.0,"170 EAST 88TH STREET, 1H",,10128.0,,,,,,1980.0,2.0,D4,"741,200",2020-02-18
42545,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1516.0,69.0,"1075 PARK AVENUE, 1B",,10128.0,,,,,,1922.0,2.0,D4,0,2020-02-14
42546,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1516.0,69.0,"1075 PARK AVENUE, 5D",,10128.0,,,,,,1922.0,2.0,D4,"5,400,000",2020-02-07
42547,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1517.0,69.0,"1095 PARK AVENUE, 4D",,10128.0,,,,,,1930.0,2.0,D4,"4,100,000",2020-06-30
42554,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1518.0,69.0,"1111 PARK AVENUE, 4A",,10128.0,,,,,,1925.0,2.0,D4,"3,900,000",2020-01-23
42556,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1519.0,8.0,"115 EAST 90TH STREET, 2B",,10128.0,,,,,,1923.0,2.0,D4,"1,200,000",2020-01-14
42560,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1519.0,46.0,"160 E 91ST STREET, 5K",,10128.0,,,,,,1941.0,2.0,D4,"475,000",2020-02-13
42561,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1519.0,46.0,"160 EAST 91ST STREET, 6J",,10128.0,,,,,,1941.0,2.0,D4,"290,000",2020-05-26
42563,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1519.0,60.0,"124 EAST 91ST STREET, 5-A",,10128.0,,,,,,1910.0,2.0,D4,"630,000",2020-02-06
42566,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1519.0,60.0,"124 EAST 91ST, 5B",,10128.0,,,,,,1910.0,2.0,D4,"507,500",2020-03-24
42569,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1519.0,69.0,"1133 PARK AVENUE, 3W",,10128.0,,,,,,1924.0,2.0,D4,"2,620,000",2020-02-14
42571,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1520.0,4.0,"1155 PARK AVENUE, 6N",,10128.0,,,,,,1915.0,2.0,D4,"2,250,000",2020-06-26
42573,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1520.0,27.0,"161 EAST 91ST STREET, 2H",,10128.0,,,,,,1941.0,2.0,D4,"636,851",2020-03-06
42581,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,1.0,"1185 PARK AVENUE, 11K",,10128.0,,,,,,1929.0,2.0,D4,"4,090,000",2020-02-27
42585,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,1.0,"1185 PARK AVENUE, 6J",,10128.0,,,,,,1929.0,2.0,D4,"2,375,000",2020-02-13
42588,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,14.0,"131 EAST 93RD STREET, 6A",,10128.0,,,,,,1923.0,2.0,D4,"855,000",2020-04-17
42589,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,20.0,"155 E 93 STREET, 5C",,10128.0,,,,,,1928.0,2.0,D4,"680,000",2020-03-05
42590,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,20.0,"155 EAST 93RD STREET, 11B",,10128.0,,,,,,1928.0,2.0,D4,"937,500",2020-05-20
42592,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,26.0,"175 EAST 93RD STREET, 4A",,10128.0,,,,,,1928.0,2.0,D4,"320,000",2020-06-01
42594,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,41.0,"170 EAST 94TH STREET, 6C",,10128.0,,,,,,1928.0,2.0,D4,"546,500",2020-06-15
42595,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,41.0,"170 EAST 94TH STREET, 4D",,10128.0,,,,,,1928.0,2.0,D4,"440,000",2020-01-10
42598,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,44.0,"152 EAST 94TH STREET, 10H",,10128.0,,,,,,1938.0,2.0,D4,"525,000",2020-02-11
42600,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,50.0,"1435 LEXINGTON AVENUE, 10B",,10128.0,,,,,,1925.0,2.0,D4,0,2020-05-12
42601,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522.0,59.0,"130 EAST 94TH STREET, 3D",,10128.0,,,,,,1923.0,2.0,D4,"493,000",2020-03-18
42603,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1523.0,1.0,"1199 PARK AVENUE, 4B",,10128.0,,,,,,1961.0,2.0,D4,"635,000",2020-03-16
42604,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1523.0,1.0,"1199 PARK AVENUE, 11J",,10128.0,,,,,,1961.0,2.0,D4,"510,000",2020-05-27
42605,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1523.0,14.0,"139 E 94TH STREET, 4AB",,10128.0,,,,,,1928.0,2.0,D4,"4,125,000",2020-06-23
42607,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1523.0,14.0,"139 EAST 94TH STREET, 8C",,10128.0,,,,,,1928.0,2.0,D4,0,2020-02-12
42611,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1524.0,44.0,"166 EAST 96TH STREET, GRD",,10128.0,,,,,,1928.0,2.0,D4,"425,000",2020-05-19
42613,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,1.0,"201 EAST 79TH STREET, 9G",,10075.0,,,,,,1963.0,2.0,D4,"1,625,000",2020-02-12
42614,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,1.0,"201 EAST 79TH STREET, 18H",,10075.0,,,,,,1963.0,2.0,D4,"700,000",2020-01-21
42615,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,1.0,"201 EAST 79TH STREET, 15D",,10075.0,,,,,,1963.0,2.0,D4,"1,425,000",2020-05-14
42617,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,9.0,"215 EAST 79TH STREET, 14E",,10075.0,,,,,,1947.0,2.0,D4,"925,000",2020-05-01
42619,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,9.0,"215 EAST 79TH STREET, 2EF",,10075.0,,,,,,1947.0,2.0,D4,"1,440,000",2020-04-07
42623,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,13.0,"225 EAST 79TH STREET, 9E",,10075.0,,,,,,1930.0,2.0,D4,"305,550",2020-06-15
42624,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,13.0,"225 EAST 79TH STREET, 7E",,10075.0,,,,,,1930.0,2.0,D4,"290,000",2020-06-10
42626,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,15.0,"229 EAST 79TH STREET, 6D",,10075.0,,,,,,1930.0,2.0,D4,"1,275,000",2020-04-28
42629,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,21.0,"239 EAST 79TH STREET, 12C",,10075.0,,,,,,1957.0,2.0,D4,"1,226,000",2020-02-04
42630,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,21.0,"239 EAST 79TH STREET, 4G",,10075.0,,,,,,1957.0,2.0,D4,0,2020-02-18
42632,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,21.0,"239 EAST 79TH STREET, 4F",,10075.0,,,,,,1957.0,2.0,D4,0,2020-02-18
42633,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,21.0,"239 EAST 79TH STREET, 17E",,10075.0,,,,,,1957.0,2.0,D4,"2,848,000",2020-01-28
42635,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,21.0,"239 EAST 79TH STREET, 4E",,10075.0,,,,,,1957.0,2.0,D4,0,2020-02-18
42636,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,21.0,"239 EAST 79TH STREET, 7F",,10075.0,,,,,,1957.0,2.0,D4,"1,750,000",2020-06-16
42639,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,36.0,"222 EAST 80TH STREET, 9E",,10075.0,,,,,,1962.0,2.0,D4,"725,000",2020-03-09
42642,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525.0,36.0,"222 EAST 80TH STREET, 3C",,10075.0,,,,,,1962.0,2.0,D4,"950,000",2020-02-21
42650,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1529.0,1.0,"201 EAST 83RD STREET, 8CD",,10028.0,,,,,,1964.0,2.0,D4,"2,050,000",2020-05-19
42651,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1529.0,1.0,"201 E 83RD ST, 9F",,10028.0,,,,,,1964.0,2.0,D4,"477,000",2020-02-21
42653,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1529.0,45.0,"200 EAST 84TH ST, 2F",,10028.0,,,,,,1961.0,2.0,D4,"857,500",2020-03-05
42654,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1529.0,45.0,"200 EAST 84TH STREET, 11GH",,10028.0,,,,,,1961.0,2.0,D4,"1,937,500",2020-01-03
42655,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1529.0,45.0,"200 EAST 84TH STREET, 7H",,10028.0,,,,,,1961.0,2.0,D4,"800,000",2020-02-28
42656,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1529.0,45.0,"200 EAST 84TH STREET, 1819B",,10028.0,,,,,,1961.0,2.0,D4,"3,015,000",2020-03-02
42662,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1532.0,22.0,"250 EAST 87TH STREET, 19C",,10028.0,,,,,,1970.0,2.0,D4,"995,000",2020-02-21
42665,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1532.0,22.0,"250 EAST 87TH STREET, 8J",,10028.0,,,,,,1970.0,2.0,D4,"660,000",2020-03-11
42666,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1532.0,22.0,"250 EAST 87TH STREET, 7E",,10028.0,,,,,,1970.0,2.0,D4,"623,000",2020-04-13
42667,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1532.0,22.0,"250 EAST 87TH STREET, 24A",,10028.0,,,,,,1970.0,2.0,D4,"1,115,000",2020-03-18
42668,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1532.0,22.0,"250 EAST 87TH STREET, 6HJ",,10028.0,,,,,,1970.0,2.0,D4,"1,935,000",2020-05-01
42669,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1533.0,22.0,"245 EAST 87TH STREET, 7G",,10128.0,,,,,,1966.0,2.0,D4,"565,000",2020-06-22
42670,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1533.0,22.0,"245 EAST 87TH STREET, 11C",,10128.0,,,,,,1966.0,2.0,D4,"625,000",2020-06-19
42671,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1533.0,22.0,"245 EAST 87TH STREET, 10FG",,10128.0,,,,,,1966.0,2.0,D4,"2,100,000",2020-06-19
42673,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1533.0,122.0,"235 EAST 87TH ST, 6A",,10128.0,,,,,,1962.0,2.0,D4,"499,000",2020-06-19
42674,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1533.0,122.0,"235 EAST 87TH STREET, 1E",,10128.0,,,,,,1962.0,2.0,D4,"485,000",2020-03-19
42679,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1533.0,122.0,"235 EAST 87TH STREET, 3L",,10128.0,,,,,,1962.0,2.0,D4,"850,000",2020-02-13
42681,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1533.0,122.0,"235 EAST 87TH STREET, 6E",,10128.0,,,,,,1962.0,2.0,D4,"398,000",2020-02-18
42682,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1535.0,3.0,"200 EAST 90TH STREET, 25F",,10128.0,,,,,,1980.0,2.0,D4,"1,310,000",2020-05-27
42683,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1535.0,3.0,"200 EAST 90TH STREET, 17C",,10128.0,,,,,,1980.0,2.0,D4,"550,000",2020-06-23
42685,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1535.0,3.0,"200 EAST 90TH STREET, 18E",,10128.0,,,,,,1980.0,2.0,D4,"1,190,000",2020-05-19
42688,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1542.0,19.0,"333 EAST 79TH STREET, 20Y",,10075.0,,,,,,1961.0,2.0,D4,"1,202,000",2020-02-06
42692,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1542.0,19.0,"340 EAST 80TH STREET, 14J",,10075.0,,,,,,1961.0,2.0,D4,"695,000",2020-05-26
42693,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1542.0,19.0,"340 EAST 80TH STREET, 15H",,10075.0,,,,,,1961.0,2.0,D4,"640,000",2020-02-21
42694,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1542.0,19.0,"340 EAST 80TH STREET, 2K",,10075.0,,,,,,1961.0,2.0,D4,"600,000",2020-05-27
42703,1.0,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1543.0,9.0,"315 EAST 80TH STREET, 2J",,10075.0,,,,,,1920.0,2.0,D4,"600,000",2020-01-27
